id,institution,degree,degree_type
2907,"SES high school and junior college","1999 - 2005","1999 - 2005"
3850,"Sessions College for Professional Design","Graphic Design Advanced Professional Certificate","with Concentration in Branding and Identity"
6883,"Set Focus LLC","Master Course","SharePoint 2010 Application Development"
6617,SetFocus,"Microsoft .Net Technology","Microsoft .Net Technology"
1445,"Seth Anandaram Jaipuria School","High School","Chemistry and Mathematics"
379,"Seton Catholic Central High School","Advanced Regent's Diploma with High Honors","Advanced Regent's Diploma with High Honors"
5707,"Seton Hall, Front","High School Diploma","High School Diploma"
5729,"SFEIR Institute","Golang Programming","Golang Programming"
5728,"SFEIR Institute","Google Cloud Fundamentals : Big Data and Machine Learning","Google Cloud Fundamentals : Big Data and Machine Learning"
2327,"SGSITS, Indore","Bachelor of Engineering (B.E.)","Computer Engineering"
2999,"Shahid Beheshti University",MArch,Architecture
5324,"Shandong University","Bachelor of Engineering - BE","Software Engineering"
3539,"Shandong University","Bachelor's degree","Coputer Science"
4437,"Shandong University","Bachelor's degree","Electrical and Electronics Engineering"
676,"Shanghai American School","High School Diploma","High School Diploma"
5860,"shanghai foreign language school","2003 - 2010","2003 - 2010"
2150,"Shanghai High School","2009 - 2012","2009 - 2012"
3753,"Shanghai Jiao Tong University",B.Eng,"Computer Science and Engineering"
2317,"Shanghai Jiao Tong University","Bachelor of Engineering - BE","Computer Science"
3669,"Shanghai Jiao Tong University","Bachelor of Engineering (BEng)","Software Engineering"
2083,"Shanghai Jiao Tong University","Bachelor of Science - BS","Computer Science"
5837,"Shanghai Jiao Tong University","Bachelor of Science - BS","Computer Software Engineering"
6460,"Shanghai Jiao Tong University","Bachelor of Science (BS)","Electrical and Computer Engineering"
2751,"Shanghai Jiao Tong University","Bachelor of Science (BS)","Electrical and Electronics Engineering"
6461,"Shanghai Jiao Tong University","Bachelor's degree",Accounting
3744,"Shanghai Jiao Tong University","Bachelor's degree","Computer Science"
4817,"Shanghai Jiao Tong University","Computer Science","Computer Science"
3668,"Shanghai Jiao Tong University","Master of Science (MS)","Computer Science"
3783,"Shanghai Jiao Tong University","Master's Degree","Computer Science"
5836,"Shanghai Jiao Tong University","Master's degree","Computer Software Engineering"
4025,"Shanghai Jiao Tong University",Masters,"Electrical & Computer Engineering"
3752,"Shanghai Jiao Tong University",MS,"Computer Science and Engineering"
2721,"Shanghai Maritime University","Bachelor of Science","Applied Mathematics"
5355,"Shanghai South West Weiyu Middle School","High School Graduation","High school"
3564,"Shanghai University","Bachelor's degree","International Business"
3952,"Shanmugha Arts, Science, Technology and Research Academy","Bachelor of Technology - BTech","Information and Communication Technology (Hons.)"
7171,"Shanmugha Arts, Science, Technology and Research Academy","Bachelor's degree","Computer Science"
6531,"Share Institute","FCE Level",English
6816,"SharePoint Fest 2013 - Denver","SharePoint 2013","SharePoint 2013"
4919,"Sharif University of Technology","Bachelor of Science","Computer Engineering Department"
2919,"Sharif University of Technology","Bachelor of Science (B.Sc.)","Computer Engineering"
4702,"Sharif University of Technology","Master of Science - MS","Electronics and Communications Engineering"
5791,"Shaw Academy","Diploma in Digital Marketing (Cost: USD $395)","all in one month"
5789,"Shaw Academy","Diploma in Graphic Design (Cost: USD $395)","Illustrator and InDesign"
5790,"Shaw Academy","Diploma In Social Media Marketing (Cost: USD $395)",ORM
6672,"Shaw Academy","Professional Diploma","Microsoft Excel"
5679,shawacademy,"Diploma in Digital Marketing","Diploma in Digital Marketing"
5681,shawacademy,"Diploma in Social Media Marketing",Marketing
5680,shawacademy,"Foundation in Blogging & Content Marketing",Marketing
635,"Sheepshead Bay High School","High School","High School"
5820,"Shenzhen Middle School",,
5188,"Sherwood College","1978 - 1986","1978 - 1986"
4477,"Sheth C.N.High School",,
7181,"Shikshan Prasarak Mandalis Sir Parshurambhau College Arts, Science & Commerce Tilak Road Pune 30","Higher Secondary School",Science
4703,"Shiraz University","Bachelor of Science - BS","Electronics and Communications Engineering"
2755,"Shishi High School",,
7424,"Shiv Nadar University","Minor in Computer Science and Major in Electronics and Communication Engineering","Minor in Computer Science and Major in Electronics and Communication Engineering"
535,"Shiv vani model senior secondary school ",,
5520,"Shivaji University","Bachelor of Engineering","Industrial Electronics"
7028,"Shivaji University","Bachelor of Engineering - BE",Electronics
4413,"Shivaji University",BS,"Computer Science"
2376,"Shiyan High School",,
3428,"Shorecrest Preparatory School, St. Petersburg FL",Diploma,"College Prep"
4268,"Shoreline Community College","Associate of Arts and Sciences (A.A.S.)",General
5194,"Shree Sardar Patel & Swami Vivekanand School","Secondary School Certificate (SSC) and Higher Secondary school Certificate (HSC)","- Gujarat Secondary and Higher Secondary Education Board"
6960,"Shree Siddhi Vinayagar English High School (S.S.V.E.H.S)","Secaondary School Certificate","Secaondary School Certificate"
4801,"Shreemati Nathibai Damodar Thackersey Women's University","Bachelor of Technology (BTech)","Information Technology"
3077,"Shreemati Nathibai Damodar Thackersey Women's University","Bachelor's degree","Computer Science"
7266,"Shreemati Nathibai Damodar Thackersey Women's University","Bachelor’s Degree","Information Technology"
3052,"Shrewsbury High School, Shrewsbury, MA","High School","May 2018 | GPA 5.09"
2837,"Shri Balwant Institute of Technology","Bachelor of Technology (B.Tech.)","Information Technology"
4909,"Shri G S Institute of Technology & Science","Bachelor's degree","Information Technology"
5608,"Shri Gopal Inter College , Auraiya (U.P.)",X,X
5607,"Shri Gopal Inter College , Auraiya (U.P.)",XII,XII
2534,"Shri Vaishnav Institute of Technology and Science","Bachelor's Degree","Electronics and Communications Engineering"
7468,"Shri Vaishnav Institute Of Technology and Science, Indore India",BE,CSE
844,"SICES Junior College of Arts, Science & Commerce",HSC,Science
119,"Sichuan University",B.Eng.,"Computer Science and Technology"
5969,"Sichuan University","Bachelor of Science - BS","Biological Science (Biodiversity)"
3299,"Sichuan University","Bachelor's degree",Advertising
2703,"Siena College","Bachelor's degree","Computer Science"
7369,"SIES College of Arts, Science and Commerce",Science,Science
4834,"SIES Junior College, Sion, Mumbai","2011 - 2013","2011 - 2013"
3963,"Silicon Valley College",Diploma,"Mechanical Design Engineer"
3938,"Silicon Valley College",Teacher/Trainer,"Microsoft implementation of TCP/IP"
3819,"Silicon Valley Product Group",Workshop,"How to Create Products Customers Love"
3591,"Silicon Valley TIE Startup Bootcamp","Entrepreneurship/Entrepreneurial Studies","Entrepreneurship/Entrepreneurial Studies"
4079,"Silicon Valley Travel","Semana de inmersión para emprendedores en el Silicon Valley","Emprendimiento/Estudios sobre emprendimiento"
3722,"Silicon Valley University","Master of Computer Applications - MCA","Computer Software and Media Applications"
3976,"Silicon Valley University","Master of Science","Computer Science"
3891,"Silicon Valley University","Master of Science - MS","Computer Science"
3656,"Silicon Valley University","Master's degree","Computer Science"
3758,"Silicon Valley University","Master’s in Computer Science","Master’s in Computer Science"
3842,"Silicon Valley University",MS,"Computer Science"
3840,"Silicon Valley, Dallas Texas","A+ Comptia Computer Technician","Data Modeling/Warehousing and Database Administration"
3841,"Silicon Valley, Dallas Texas","Network+ Comptia Network Technician","Network and System Administration/Administrator"
3839,"Silicon Valley, Dallas Texas","Oracle 9i Certified Professional","Computer and Information Sciences and Support Services"
954,"SILVER OAK COLLEGE OF ENGG., & TECH., AHMEDABAD 077","Bachelor's degree","Information Technology"
2125,"Simon Fraser University","Bachelor of Science - BS","Computing Science"
6901,"Simon Fraser University","Bachelor of Science - BS","Computing Science - Software Systems"
2533,"Simon Fraser University","Bachelor's degree","Computer Science"
4436,"Simon Fraser University","Master's degree","Robotics/Computer Engineering"
4316,"Simon Fraser University, Burnaby BC.","Bachelor of Business Administration (B.B.A.)","Human Resources Development"
3006,"Sindhi Model Senior Secondary School","1990 - 1998","1990 - 1998"
7378,"Singapore American School","High School Degree","High School Degree"
6900,"Sinhagad Technical Education Society'S College Of Engineering","Bachelor of Science (BS)","Information Technology"
4032,"Sir Joseph Williamson's Mathematical School","High School",Chemistry
4653,"Sir Winston Churchill Secondary","IB Diploma","IB Diploma"
4862,Sishya,"High School Diploma","High School Diploma"
5779,"Site Point","WordPress for Developers","WordPress Development"
4395,Sitecore,"Sitecore Developer Certification","Information Technology"
5780,SitePoint,"Web Development","Web Development"
5345,"SJCE Mysore","Bachelor’s Degree","Computer Science"
3320,"Skidmore College","2013 - 2013","2013 - 2013"
2373,"Skyline High School","International Baccalaureate Diploma","AP National Scholar"
3079,"Smith College","Bachelor of Arts (B.A.)",Economics
1569,"Smith College","Bachelor of Arts (B.A.)","Engineering and Economics"
2667,"Smith College","Bachelor of Science (BS)","Engineering Science"
883,"SMITHTOWN CHRISTIAN SCHOOL","High School/Secondary Diplomas and Certificates","High School/Secondary Diplomas and Certificates"
7128,"Smt Kashibai Navale College of Engineering","Bachelor of Engineering (B.E.)","Computer Engineering"
5727,Snowflake,"SnowPro Core Certification","SnowPro Core Certification"
3962,"Software Advanced Technologies Institute","Certificate in SQA","Software Quality Assurance"
911,"Software Engineering Jobs","Bachelor of Engineering (BE)","Bachelor of Engineering (BE)"
4905,"Sogang University","Korean Language","Korean Language"
3384,"Solid Q","Power BI 3 Day Course ","Power BI"
3392,"Solid Q Microsoft Power BI (Paul Turley)","Data Visualization","Data Visualization"
3383,"Solid Q SSIS - Chris Randall","Microsoft SSIS","Microsoft SSIS"
3382,"Solid Q T-SQL (Itzik Ben-Gan)","SQL Server T-SQL ","SQL Server T-SQL "
5776,SoloLearn,"Mobile Code Learning","Learn Playing & Play Learning"
356,"Somers High School","2008 - 2011","2008 - 2011"
187,"Soochow University (CN)","Bachelor's degree","Computer Science"
186,"Soochow University (CN)","Master's program (dropped out)","Computer Science"
707,"Sophia University","Exchange Student","Japanese Studies"
3081,"SOS Hermann Gmeiner International College","International Baccalaureate Diploma","IGCSE Certificate"
3084,"South China Agricultural University",BS,"Computer Science"
4318,"South China University of Technology","Bachelor of Science","Computer Science"
2232,"South China University of Technology","Bachelor's degree","Computer and Information Systems Security/Information Assurance"
4645,"South China University of Technology","Bachelor's degree","Computer Software Engineering"
7272,"South Dakota School of Mines and Technology","Bachelor of Science - BS","Computer Science"
4490,"South Dakota State University","Bachelor of Science (BS)","Computer Science"
2197,"South Forsyth High School","Aug 2014 - May 2018","Aug 2014 - May 2018"
2889,"South Hadley High School","2009 - 2013","2009 - 2013"
7412,"South Kitsap High School",,
7101,"South Lakes High School","International Baccalaureate; Advanced Diploma","International Baccalaureate; Advanced Diploma"
