id,position,company
12334,Senior Lead Program Manager,"Microsoft Corporation Redmond, WA USA"
12335,Technical / International Program Manager,"Microsoft Corporation Redmond, WA USA"
12336,Software Design Engineer - UI,"Microsoft Corporation Redmond, WA USA"
12337,Contract Developer,"Microsoft Corporation Redmond, WA USA"
12338,Software Design Engineer,AT&T (Formerly McCaw Cellular and Cellular One)
12339,Application Developer \ System Administrator,McCaw Cellular
12340,Electrical contractor,PROES Electric
12341,Research Engineer,INRIA
12342,Lecturer,CINVESTAV
12343,Sr Program Manager in OSG (Windows Marketplace),Microsoft
12344,Sr Program Manager in SMIT Microsoft,Microsoft
12345,OPS Program Manager/Release Manager in Relationship eXperience Division (RXD),Microsoft
12346,Release Manager,"BGCOE-MSIT, Microsoft, Redmond"
12347,Technical Support Specialist,"Microsoft, REDMOND,WA,USA"
12348,Applications Developer,"MSOPS, XIT, Microsoft, Redmond"
12349,Consultant WebProgrammer,"Mary Kay Inc., Dallas ,TX, USA"
12350,Analyst & Programmer,"PriceLine.com, Stamford, CT, USA"
12351,Analyst & Programmer,"SCALA Intl, Stockholm, SWEDEN"
12352,Sr. Programmer/Team Lead,Sonata Software
12373,"Director, AI Application Enabling, Super Computing Group",Intel Corporation
12374,"Director, Asia Pacific & Japan, Developer Relations Division",Intel Corporation
12375,"Sr Engineering Manager : Datacenter, IOT and Mobility for APJ, Developer Relations Division",Intel Corporation
12376,"Senior Software Engineer (onsite Microsoft, Redmond, WA)",Intel Corporation
12377,"Member, Nasscom Product Council (Cofounder Deeptech club)",NASSCOM
12378,Vice President,CMG India (http://www.cmgindia.org/)
12379,"Senior Software Engineer (SoltecOne, Reston, VA)",BPL Systems - Contractor to Soltec One
12380,Software Engineer,Mphasis (BFL Software)
12381,Principal Engineer,Convoy Inc
12382,"Founder, Developer",bThere.ai
12383,"Founder, Developer",bThere.tech
12384,Developer of Robotics Technologies,Independent
12385,Senior Software Development Manager,Amazon Web Services (AWS)
12386,Senior Development Lead in Bing Shopping and in the Subscription Commerce Group,"Microsoft Corporation, Redmond, WA"
12387,Lead Software Engineer,"Won.net, a subsidiary of Sierra On-Line"
12388,Software Engineer,Sierra On-Line
12389,HR Services Solution Manager for HR Center of Excellence,Microsoft
12390,Sr. Business Analyst,REI
12391,Business Systems Analyst,T-Mobile
12392,Project Manager/Solution Manager,Cap Gemini Sogeti
12393,PMO Lead for the Discovery and Collaboration (DisCo) Team( Consultant),Microsoft
12394,ECIT OEM Solution Manager (Consultant),Microsoft
12395,Shared Services Program Manager (Consultant ),Microsoft
12396,Project Manager at SMSG Commercial Solution Delivery,Microsoft
12397,MSIT Operations Licensing and Programs UAT Project Manager (Consultant ),Microsoft
12398,Engineer,Boeing Commercial Airplanes
12399,Subject Matter Expert,Bonneville Power Administration (via MBO Partners)
12400,Sr. QA Analyst,Bonneville Power Administration (via DB Professionals)
12401,Test Lead,"Microsoft Corp. (Redmond, WA)"
12402,Test Manager,"Microsoft Corp. (Redmond, WA)"
12403,Test Manager,Visio Corp.
12404,Test Manager,"Kaspia Systems, Inc."
12405,Test Lead,Network General Corp.
12406,Sr. QA Engineer,"ProTools, Inc."
12407,Software Engineer,"NAPCO Scientific, Co."
12408,Principal Engineer,Cisco Meraki
12409,Principal Engineer (cloud CTO's office),Cisco
12410,"Adjunct Professor, Department of Computer Science and Engineering","Indian Institute of Technology, Kharagpur"
12411,"Visiting Faculty, Department of Computer Science and Engineering","Indian Institute of Technology, Gandhinagar"
12412,Senior Staff Engineer,Juniper Networks
12413,Software Engineer,Tropos Networks
12414,Graduate Student,Rice University
12415,Research Intern,"AT&T Labs, Florham Park, NJ"
12416,Research Intern,"Microsoft Research, Redmond, WA"
12417,Software Engineer,Hughes Software Systems (HSS)
12418,Solution Architect,Luxoft
12419,Owner / Principal Consultant,"Metaligence, LLC"
12420,Solution Architect / Manager,EY
12421,Senior Big Data Consultant,EY-Society
12422,Business Intelligence Engineer,AudienceScience
12423,Business Intelligence Solutions Architect,Mantis Technology Group
12424,Business Intelligence Solutions Architect,Redmond Technology Partners LLC
12425,Enterprise Data Services Manager,WA State Dept of Revenue
12426,Software Database Engineer II/ Consultant,Volt Computer Services
12427,Senior Software Engineer,Onvia
12428,Development Lead,Microsoft Corporation
12429,Software Database Engineer I/ Consultant,Meridian Partners Limited
12430,Developer/ Consultant,"Mastech, Inc"
12431,Software Engineer/ Technical Lead,"Delta Air Lines / Delta Technology, Inc."
12432,Application Developer,Ion Design Co.
12433,Staff Talent Acquisition Specialist - AI at Tesla,Tesla
12434,Engineering Talent Acquisition - Artificial Intelligence & Research,Microsoft
12435,Pustakaar,Pustakaar
12436,Program Manager,SumTotal Systems
12437,Programmer Writer,"Microsoft, Redmond, WA"
12438,Senior Vice President Of Engineering,Vay Technology
12439,Venture Partner,UP.Partners
12440,Member Of The Board Of Advisors,Silo Inc.
12441,Director of TBM Software and Systems / Chief Engineer,The Boring Company
12442,Chief Technology Officer,Volansi
12443,"Vice President, Head of Drone Cargo by Airbus",Airbus
12444,Director Of Engineering,Flatiron Health
12445,Prime Air UK Lead & Co-Founder Prime Air,Amazon
12446,Engineering Manager & Co-Founder Prime Air,Amazon
12447,Software Engineer & Co-Founder Prime Air,Amazon
12448,Software Engineer Amazon Go,Amazon
12449,Founder & CEO,icontent
12450,Captain,Swiss Armed Forces
12451,Graduate Student,University of Zurich
12452,Undergratudate Student,University of Zurich
12453,Undergraduate Student,University of Zurich
12454,SDE Intern in VirtualEarth,"Microsoft Corporation, Redmond, WA, USA"
12455,SDE Intern in Windows Live Communities,"Microsoft Corporation, Redmond, WA, USA"
12456,Intern (SDE/Business Analyst),Swiss Re
12457,System Center Solutions Architect,Defense Health Agency
12458,I/S Specialist,NuStar Energy L.P.
12459,I/S System Administrator (System Center Specialist),NuStar Energy L.P.
12460,"Infrastructure Engineer, Microsoft IT Consultant/ Trainer ",Microsoft Gold Partner GLC
12461,Graphic Artist and Programmer ,Microsoft Innovation Center of PR Inter Metro
12462,Technology Trainer and Coordinator,Casa Grande Interactive Communications 
12463,"Graphic Artist, Web Developer and Promoter",Party Entertainment Corp
12464,"Enterprise Architect, Data","King County, WA"
12465,"Solutions Architect, Data","King County, WA"
12466,Sr. Data Architect/Director (contract),WatchGuard Technologies
12467,Sr. Data Architect,"Murphy & Associates, Inc."
12468,"Sr. Data Architect / Director, Data, Reporting & Analytics",HUB International
12469,Senior Data Architect,HUB International
12470,BI Architect/Developer (Contract),HUB International
12471,Sr. BI/DW Consultant,iSoftStone
12472,Sr. Consultant / BI Developer,Microsoft
12473,BI / DW Consultant,Brightlight Consulting
12474,Sr. Business Intelligence Developer/ Architect,Extended Results
12475,BI Developer,Wimmer Solutions
12476,Sr. Consultant / BI Developer,Murphy & Associates
12477,Business Intelligence Developer/Architect,Redmond Technology Partners
12478,Sr. Software Engineer/Consultant,SolutionsIQ
12479,Sr. Software Developer/Analyst,Alaska Airlines
12480,Sr. Web Developer,Digeo
12481,Sr. Software Engineer,marchFIRST
12482,Sr. Software Developer,Eddie Bauer
12483,Sr. Software Developer,BEST Consulting
12484,Solutions Architect (Backend/Azure/DevOps/.NET Developer) - Remote,Cognosante
12485,"Technology Lead - Microsoft (MS Azure, DevOps) - Redmond, WA",Infosys
12486,.NET Developer & Integration Consultant – Sophus Consulting (CALPERS) - Remote,Sophus Consulting
12487,Technical Data Consultant (SQL/Tableau/SSRS/Claims/Healthcare),Health Plan of San Joaquin
12488,ASP.NET Web Developer/Database Developer Consultant (Claims/Healthcare),Modis
12489,Database Developer/Solutions architect (.NET/SQL/Datawarehouse),"Stansfield Systems Inc.,"
12490,Web Developer/Project Manager (Coldfusion/.NET/SQL),"United States District Court, Eastern District of California"
12491,.NET Consultant (Customer Facing/.NET/SQL/Claims),Intercare Insurance Solutions
12492,Web Applications Consultant,Solutions 3x
12493,Programmer Analyst,California Department of Justice
12494,Programmer Analyst (Database Design and Development),California Department of Fish and Game
12495,Programmer/Systems Analyst (Database Development and Web Applications),California State Parks
12496,Database Developer & Administrator/ Web Developer,Confi-Check
12497,Junior Database/Web Developer,California Air Resources Board
12498,Web Development Intern,California Energy Resources
12499,Principal Program Manager,Microsoft
12500,Senior Program Manager: Microsoft - Windows Sustained Engineering,Microsoft
12501,Program Manager - Windows Sustained Engineering,Microsoft
12502,Product Manager,"Sparta Systems, a Honeywell Company"
12503,Lead Software Quality Assurance Engineer,"Sparta Systems, a Honeywell Company"
12504,QA Advisory/Lead Software Engineer,IBM
12505,QA Specialist/Software Engineer,IBM
12506,QA Test Automation Engineer,T-Mobile
12507,Internship,T-Mobile
12508,Senior Software Engineer,"Wipro Technologies Client: Microsoft, Redmond, WA"
12509,Market Development Manager,Accenture
12510,Program Management Associate Manager,Accenture
12511,GPO Team Lead,Accenture
12512,Global Training Coordinator,Accenture
12513,Marketing Excellence- Social Listening Team Lead,Accenture
12514,Training Development Specialist,Accenture
12515,"Supply Chain Program Manager, a large software company in Redmond, WA",Accenture
12516,"AOC Product Channel Operations Manager, a large software company in Redmond",Accenture
12517,"Latin America (LATAM) Channel Operations Manager, a large software company",Accenture
12518,"Operations Account Manager, a large software company",Accenture
12519,Sales and Operations Coordinator,Bensussen Deutsch & Associates
12520,Private Spanish Teacher,Self-Employed
12521,Management Trainee Intern,Enterprise Rent-A-Car
12522,Sales Associate,Ann Taylor LOFT
12523,CEO & Co-founder,Spin.
12524,"Product Manager, Growth",Lyft
12525,Founding Engineer,Kicksend
12526,Engineering Lead,Pivotal Labs
12527,Co-founder,Startup Roots Singapore
12528,Founding Engineer,iSyndica
12529,Co-founder,Yum.sg
12530,Software Development Engineer in Test,"Microsoft (Redmond, WA)"
12531,Software Engineer,"Hewlett-Packard (Palo Alto, CA)"
12532,Quality Assurance Analyst 3,Costco
12533,Contract QA Engineer,Zonar Systems
12534,QA Engineer,Palador Inc.>
12535,Software Test Engineer 4 (Microsoft Live Communication Team),"Microsoft Corp. through Excell Data Division of CompuCom Bellevue, WA"
12536,Software Test Engineer 4 (Microsoft on Speech Server Application Team),"Microsoft Corp. throughExcell Data Division of CompuCom Bellevue, WA"
12537,Software Test Engineer 4 (Google on Google Talk Team),"Google through Volt Computer Services of Redmond, WA"
12538,Software Test Engineer 3 (Microsoft Live Communication Team),"Microsoft Corp. through Excell Data Division of CompuCom Bellevue, WA"
12539,Software Test Engineer,"Microsoft Corp. through Excell Data Division of CompuCom Bellevue, WA"
12540,"Contracted STE for various English and Localized MSN BVT Test Teams (Messenger, Web Share, Web Direc","Microsoft Corp. through Excell Data Division of CompuCom Bellevue, WA"
12541,Coordinating Office Manager,Trauma Care Clinic
12542,"Owner, operator, chief cook and bottle washer",Bear Rock Designs
12543,Senior Principal IT Development Manager,Microsoft
12544,Senior Principal Operations Manager,Microsoft
12545,"Test Architect, Test Director, Test Manager",Microsoft
12546,Solution Architect and .NET/Azure Senior Software Engineer,"Trusted Media Brands, Inc."
12547,Solution Architect and .NET/Azure Senior Software Engineer,Ness Digital Engineering
12548,"Technical Lead working for Microsoft Corporation, Redmond, WA","HCL America, Inc."
12549,Software Development Engineer SDE,Microsoft
12550,"Senior .NET Developer at Chevron, Houston, TX",Chevron
12551,"Technical Analyst for CheckFree Investment Services, Jersey City NJ",Mahindra Satyam
12552,Senior Software Engineer for AllState Insurance,Accenture in India
12553,Project Leader,Globaltech(I)PVT.LTD
12554,Senior Software Engineer,Anant Softtech Pvt. Ltd.
12555,Senior Cyber Security Expert,Munich Re (Group)
12556,Cyber Claims Manager / Cyber Security Expert,Munich Re (Group)
12557,Head of Department Secure Software Engineering,Fraunhofer Institute for Secure Information Technology SIT
12558,Malware and Vulnerability Researcher,Fraunhofer Institute for Secure Information Technology SIT
12559,IT-Security Researcher,"Microsoft Research, Redmond, WA, USA"
12560,IT-Security Consultant (CERT),Siemens CERT
12561,Software Engineer,Siemens CERT
12562,Penetration Testing,Universität Passau
12563,"Vice President, Global Industries",UiPath
12564,"Vice President, Global Public Sector Industry",UiPath
12565,Federal Pre-Sales Lead,UiPath
12566,"Vice President, Product Management - Public Sector",UiPath
12567,City Commissioner - Parks & Trails Commission (Volunteer position),"City of Redmond, WA"
12568,"Global Vice President, Industry Solutions Group",Oracle
12569,"General Manager, WW Government & Defense Industry Sales",Microsoft
12570,"Chief Technology Officer and General Manager, WW Technology Office, Public Sector",Microsoft
12571,"General Manager, Applied Innovation, Worldwide Public Sector",Microsoft
12572,"General Manager, Industry Solutions",Microsoft
12573,"Director, Business Productivity - State & Local Government",Microsoft
12574,"Director, Collaboration Solutions",Oracle
12575,Field Specialist/Programmer,ExxonMobil
12576,"Software Developer, Network Engineer",Dominion Computer Systems
12577,MBA Student,Southern Utah University
12578,"Front-End Web Development, SharePoint, MS Office Expert",Independent Consultant
12579,Freelance Presentation Specialist,The Creative Group
12580,Organizational Change Management Training Specialist,Yale University
